national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,flight_sale_type,flight_capacity,fare_class_code,ticket_price_T
BUS,Batumi,Batumi,IKA,Tehran,Imam_Khomeini,1078,149.0,1402-06-24,22:00,00:29,Varesh,VRH-6823,Charter,4,Y,9000000
BUS,Batumi,Batumi,IKA,Tehran,Imam_Khomeini,1078,150.0,1402-06-24,22:00,00:30,Varesh,VRH-6823,Charter,9,Y,9500000
GSM,Gheshm_Island,Dayrestan,THR,Tehran,Mehrabad,1085,156.0,1402-06-24,22:20,00:20,Qeshm,QB-1241,Scheduled,9,A,1639520
AYT,Antalya,Antalya,IKA,Tehran,Imam_Khomeini,1831,193.0,1402-06-24,22:25,01:38,Pegasus,PC-6644,Charter,6,Y,22990000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,221.0,1402-06-24,22:45,02:26,Qeshm,QB-2214,Charter,9,W,9030000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,213.0,1402-06-24,22:45,02:18,Qeshm,QB-2214,Charter,7,Y,9390000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,216.0,1402-06-24,22:45,02:21,Qeshm,QB-2214,Charter,9,Y,9500000
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,214.0,1402-06-24,23:00,01:30,Qeshm,QB-2115,Charter,2,C,11096200
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,216.0,1402-06-24,23:00,01:30,Qeshm,QB-2115,Charter,5,Y,8581200
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,208.0,1402-06-24,23:00,01:30,Qeshm,QB-2115,Charter,5,Y,8153600
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,225.0,1402-06-24,23:00,01:30,Qeshm,QB-2115,Charter,6,Y,8153600
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,208.0,1402-06-24,23:00,02:28,Qeshm,QB-2115,Charter,5,Y,8500000
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,214.0,1402-06-24,23:00,02:34,Qeshm,QB-2115,Charter,2,C,11000000
SAW,Istanbul,Sabiha_Gokcen,IKA,Tehran,Imam_Khomeini,1999,205.0,1402-06-24,23:10,02:40,Pegasus,PC-512,Charter,9,Y,9536900
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,208.0,1402-06-24,23:15,02:43,ATA,I3-6620,Charter,5,Y,9500000
IKA,Tehran,Imam_Khomeini,ADB,Izmir,Adnan_Menderes,2152,223.0,1402-06-24,23:30,03:13,Iranair,IR-759,Charter,5,Y,15120200
IST,Istanbul,Istanbul,MHD,Mashhad,Shahid_Hashemi_Nejad,2723,268.0,1402-06-24,23:45,03:40,Airtour,B9-9734,Scheduled,8,Y,13900000
IST,Istanbul,Istanbul,MHD,Mashhad,Shahid_Hashemi_Nejad,2723,253.0,1402-06-24,23:45,04:10,Airtour,B9-9734,Charter,8,Y,16629200
SAW,Istanbul,Sabiha_Gokcen,TBZ,Tabriz,Tabriz,1484,180.0,1402-06-24,23:55,02:45,Pegasus,PC-508,Charter,7,Y,6740200
SAW,Istanbul,Sabiha_Gokcen,IKA,Tehran,Imam_Khomeini,1999,218.0,1402-06-24,23:55,03:25,Pegasus,PC-514,Charter,9,Y,9386000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,223.0,1402-06-25,00:00,03:00,Mahan,W5-121,Scheduled,4,Y,16287600
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,211.0,1402-06-25,01:00,02:30,Airtour,B9-9726,Charter,4,J,15120200
IKA,Tehran,Imam_Khomeini,DNZ,Denizli,Cardak,1928,210.0,1402-06-25,01:00,03:00,Airtour,B9-9726,Scheduled,4,J,15000000
BND,Bandar_Abbas,Bandar_Abbas,AWZ,Ahwaz,Soleimani,869,129.0,1402-06-25,01:50,03:20,Karun,KRU-2630,Scheduled,9,LE,1341100
ADB,Izmir,Adnan_Menderes,IKA,Tehran,Imam_Khomeini,2152,220.0,1402-06-25,02:30,06:10,Iranair,IR-758,Charter,5,Y,15000000
IKA,Tehran,Imam_Khomeini,AYT,Antalya,Antalya,1831,211.0,1402-06-25,02:55,06:26,Turkish,TK-3053,Charter,7,Y,25289000
IKA,Tehran,Imam_Khomeini,AYT,Antalya,Antalya,1831,200.0,1402-06-25,02:55,06:15,Turkish,TK-3053,Charter,7,Y,25470900
DNZ,Denizli,Cardak,IKA,Tehran,Imam_Khomeini,1928,225.0,1402-06-25,03:00,06:30,Qeshm,QB-2114,Charter,2,C,11096200
DNZ,Denizli,Cardak,IKA,Tehran,Imam_Khomeini,1928,202.0,1402-06-25,03:00,06:30,Qeshm,QB-2114,Charter,5,Y,8681800
IKA,Tehran,Imam_Khomeini,ISE,Isparta,Suleyman_Demirel,1870,202.0,1402-06-25,03:00,06:22,Taban,TBN-7231,Charter,3,Y,9990000
IKA,Tehran,Imam_Khomeini,ISE,Isparta,Suleyman_Demirel,1870,208.0,1402-06-25,03:00,06:28,Taban,TBN-7231,Charter,3,Y,10080100
DNZ,Denizli,Cardak,IKA,Tehran,Imam_Khomeini,1928,204.0,1402-06-25,03:00,06:24,Qeshm,QB-2114,Charter,6,W,8500000
DNZ,Denizli,Cardak,IKA,Tehran,Imam_Khomeini,1928,203.0,1402-06-25,03:00,06:23,Qeshm,QB-2114,Charter,5,Y,8600000
DNZ,Denizli,Cardak,IKA,Tehran,Imam_Khomeini,1928,206.0,1402-06-25,03:00,06:26,Qeshm,QB-2114,Charter,4,C,11000000
IKA,Tehran,Imam_Khomeini,AYT,Antalya,Antalya,1831,205.0,1402-06-25,03:50,07:15,Pegasus,PC-6645,Charter,6,Y,20090300
TBZ,Tabriz,Tabriz,SAW,Istanbul,Sabiha_Gokcen,1484,170.0,1402-06-25,04:05,06:20,Pegasus,PC-509,Charter,9,Y,6518900
THR,Tehran,Mehrabad,AWZ,Ahwaz,Soleimani,538,119.0,1402-06-25,04:40,05:55,Qeshm,QB-1210,Scheduled,9,A,1180910
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,219.0,1402-06-25,05:00,08:39,ATA,I3-6619,Charter,5,Y,13000000
KER,Kerman,Ayatollah_Hashemi_Rafsanjani,THR,Tehran,Mehrabad,799,138.0,1402-06-25,05:30,07:10,Mahan,W5-1050,Scheduled,3,Y,1321100
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,209.0,1402-06-25,06:00,09:25,Mahan,W5-112,Scheduled,3,C,19084600
ISE,Isparta,Suleyman_Demirel,IKA,Tehran,Imam_Khomeini,1870,204.0,1402-06-25,06:30,09:54,Taban,TBN-7232,Charter,3,Y,9990000
AWZ,Ahwaz,Soleimani,THR,Tehran,Mehrabad,538,119.0,1402-06-25,06:40,07:55,Qeshm,QB-1211,Scheduled,9,A,1180910
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,170.0,1402-06-25,06:50,09:20,Mahan,W5-61,Charter,5,Y,4368100
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,189.0,1402-06-25,06:55,09:11,Turkish,TK-883,Charter,5,Y,9486600
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,185.0,1402-06-25,06:55,10:00,Turkish,TK-883,Charter,4,Y,9400000
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid_Dastghaib,694,122.0,1402-06-25,07:00,08:20,Qeshm,QB-1236,Scheduled,9,A,1295756
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,203.0,1402-06-25,07:50,11:15,Mahan,W5-116,Scheduled,4,C,19084600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,218.0,1402-06-25,07:50,11:15,Mahan,W5-116,Scheduled,4,Y,9936600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,222.0,1402-06-25,07:50,11:32,Mahan,W5-116,Charter,4,W,9536550
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,225.0,1402-06-25,07:50,11:35,Mahan,W5-116,Charter,4,Y,9900000
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,128.0,1402-06-25,08:10,09:05,Dubai,FZ-241,Charter,8,Y,8078200
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,123.0,1402-06-25,08:10,10:13,Dubai,FZ-241,Charter,8,Y,8000000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,212.0,1402-06-25,08:25,11:57,Iranair,IR-719,Charter,5,Y,9000000
THR,Tehran,Mehrabad,DEF,Dezful,Dezful,450,101.0,1402-06-25,08:40,09:50,Qeshm,QB-1212,Scheduled,9,A,1167180
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,225.0,1402-06-25,08:45,12:30,Qeshm,QB-2213,Charter,9,Y,9500000
MHD,Mashhad,Shahid_Hashemi_Nejad,IST,Istanbul,Istanbul,2723,259.0,1402-06-25,09:00,11:45,Airtour,B9-9735,Charter,9,Y,10593200
MHD,Mashhad,Shahid_Hashemi_Nejad,IST,Istanbul,Istanbul,2723,273.0,1402-06-25,09:00,12:15,Airtour,B9-9735,Scheduled,7,Y,10500000
DXB,Dubai,Dubai,SYZ,Shiraz,Shahid_Dastghaib,550,126.0,1402-06-25,09:00,11:06,Dubai,FZ-241,Charter,8,FS,6732000
IST,Istanbul,Istanbul,TBZ,Tabriz,Tabriz,1535,170.0,1402-06-25,09:00,11:50,ATA,I3-6602,Charter,6,Y,12000000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,155.0,1402-06-25,09:45,12:15,Mahan,W5-63,Charter,5,Y,4368100
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,161.0,1402-06-25,09:45,12:26,Mahan,W5-63,Charter,5,Y,4400000
MHD,Mashhad,Shahid_Hashemi_Nejad,KWI,Kuwait,Kuwait,1341,175.0,1402-06-25,09:50,12:45,Varesh,VRH-6815,Charter,5,Y,12000000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,141.0,1402-06-25,10:00,12:21,Iranair,IR-5325,Charter,9,Y,6000000
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,126.0,1402-06-25,10:05,12:11,Dubai,FZ-242,Charter,8,Y,5900000
DXB,Dubai,Dubai,LRR,Lar,Larestan,286,95.0,1402-06-25,10:20,11:55,Dubai,FZ-267,Charter,9,FS,6732000
DEF,Dezful,Dezful,THR,Tehran,Mehrabad,450,117.0,1402-06-25,10:35,11:45,Qeshm,QB-1213,Scheduled,9,A,1167180
KER,Kerman,Ayatollah_Hashemi_Rafsanjani,THR,Tehran,Mehrabad,799,134.0,1402-06-25,10:50,12:30,Mahan,W5-1054,Scheduled,9,Y,1321100
SYZ,Shiraz,Shahid_Dastghaib,DXB,Dubai,Dubai,550,119.0,1402-06-25,10:50,12:49,Dubai,FZ-242,Charter,9,Y,5805000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,225.0,1402-06-25,10:55,14:40,Mahan,W5-113,Charter,4,W,9033500
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,150.0,1402-06-25,11:00,12:44,Aseman,EP-546,Charter,6,C,10593200
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,155.0,1402-06-25,11:00,13:35,Aseman,EP-546,Charter,4,Y,9000000
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,147.0,1402-06-25,11:00,13:27,Aseman,EP-546,Charter,4,Y,9084200
KIH,Kish_Island,Kish,SYZ,Shiraz,Shahid_Dastghaib,362,104.0,1402-06-25,11:05,12:05,Qeshm,QB-1214,Scheduled,9,A,1004900
DXB,Dubai,Dubai,IFN,Isfahan,Shahid_Beheshti,901,139.0,1402-06-25,11:10,12:30,Dubai,FZ-273,Charter,8,Y,8983600
DXB,Dubai,Dubai,IFN,Isfahan,Shahid_Beheshti,901,147.0,1402-06-25,11:10,13:37,Dubai,FZ-273,Charter,8,Y,8900000
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,164.0,1402-06-25,11:30,14:14,Mahan,W5-60,Charter,5,Y,7500000
OMH,Urmia,Urumiyeh,THR,Tehran,Mehrabad,598,122.0,1402-06-25,11:40,13:42,Iranair,IR-274,Charter,9,Y,1191500
OMH,Urmia,Urumiyeh,THR,Tehran,Mehrabad,598,129.0,1402-06-25,11:40,13:49,Iranair,IR-274,Scheduled,5,Y,1191500
LRR,Lar,Larestan,DXB,Dubai,Dubai,286,111.0,1402-06-25,11:50,13:41,Dubai,FZ-268,Charter,5,Y,6385500
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,132.0,1402-06-25,12:05,13:40,Iranair,IR-5324,Charter,5,Y,5563200
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,130.0,1402-06-25,12:05,14:15,Iranair,IR-5324,Charter,8,Y,5277250
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,141.0,1402-06-25,12:05,14:26,Iranair,IR-5324,Charter,8,Y,5500000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,226.0,1402-06-25,12:15,16:01,Mahan,W5-117,Charter,4,W,9327500
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,215.0,1402-06-25,12:15,15:50,Mahan,W5-117,Charter,4,W,9440600
KWI,Kuwait,Kuwait,MHD,Mashhad,Shahid_Hashemi_Nejad,1341,172.0,1402-06-25,12:20,15:12,Varesh,VRH-6816,Charter,5,Y,11000000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,219.0,1402-06-25,12:40,16:19,Iranair,IR-718,Charter,5,Y,9000000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,220.0,1402-06-25,12:45,16:25,Qeshm,QB-2212,Charter,8,Y,9023765
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,211.0,1402-06-25,12:45,16:16,Qeshm,QB-2212,Charter,8,Y,9108600
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,228.0,1402-06-25,12:45,16:33,Qeshm,QB-2212,Charter,9,W,9500000
SYZ,Shiraz,Shahid_Dastghaib,KIH,Kish_Island,Kish,362,104.0,1402-06-25,12:50,13:50,Qeshm,QB-1215,Scheduled,9,A,1004900
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,135.0,1402-06-25,13:00,15:15,Airtour,B9-9724,Scheduled,7,Y,5500000
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,124.0,1402-06-25,13:00,15:45,Airtour,B9-9724,Charter,7,Y,5563200
THR,Tehran,Mehrabad,GSM,Gheshm_Island,Dayrestan,1085,145.0,1402-06-25,13:30,15:30,Qeshm,QB-1240,Scheduled,9,A,1639520
IFN,Isfahan,Shahid_Beheshti,DXB,Dubai,Dubai,901,143.0,1402-06-25,13:40,16:03,Dubai,FZ-274,Charter,8,Y,7000000
THR,Tehran,Mehrabad,GBT,Gorgan,Gorgan,309,109.0,1402-06-25,13:50,14:50,Qeshm,QB-1294,Scheduled,9,A,1127908
MCT,Muscat,Muscat,SYZ,Shiraz,Shahid_Dastghaib,870,144.0,1402-06-25,14:00,15:00,Salam,OV-555,Charter,5,Y,4959600
MCT,Muscat,Muscat,IKA,Tehran,Imam_Khomeini,1483,182.0,1402-06-25,14:00,17:02,Salam,OV-545,Charter,5,Y,6500000
MCT,Muscat,Muscat,SYZ,Shiraz,Shahid_Dastghaib,870,150.0,1402-06-25,14:00,16:30,Salam,OV-555,Charter,5,Y,4690000
MCT,Muscat,Muscat,SYZ,Shiraz,Shahid_Dastghaib,870,143.0,1402-06-25,14:00,16:23,Salam,OV-555,Charter,9,Y,8200000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,222.0,1402-06-25,14:10,18:25,Airtour,B9-9703,Charter,8,Y,11599200
BUS,Batumi,Batumi,IKA,Tehran,Imam_Khomeini,1078,152.0,1402-06-25,14:30,17:02,Aseman,EP-547,Charter,2,Y,10500000
BUS,Batumi,Batumi,IKA,Tehran,Imam_Khomeini,1078,150.0,1402-06-25,14:30,17:00,Aseman,EP-547,Charter,3,W,11000000
BUS,Batumi,Batumi,IKA,Tehran,Imam_Khomeini,1078,159.0,1402-06-25,14:30,17:09,Aseman,EP-547,Charter,4,C,12000000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,125.0,1402-06-25,15:30,17:35,Iranair,IR-5319,Charter,9,Y,5759850
GBT,Gorgan,Gorgan,ZAH,Zahedan,Zahedan,1024,154.0,1402-06-25,15:40,17:40,Qeshm,QB-1246,Scheduled,9,A,1663040
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,141.0,1402-06-25,16:00,18:21,Salam,OV-556,Charter,5,Y,4700000
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,131.0,1402-06-25,16:00,18:11,Iraqi,IA-113,Charter,4,XY,5258700
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,138.0,1402-06-25,16:15,17:00,Varesh,VRH-6817,Charter,9,Y,5286500
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,140.0,1402-06-25,16:15,17:00,Airtour,B9-9725,Charter,7,Y,9587200
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,144.0,1402-06-25,16:15,17:30,Airtour,B9-9725,Scheduled,7,Y,8200000
IKA,Tehran,Imam_Khomeini,EVN,Yerevan,Zvartnots,792,140.0,1402-06-25,16:15,18:35,Varesh,VRH-6817,Charter,9,Y,5500000
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,94.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,S,8062610
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,95.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,Y,7536210
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,97.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,B,6799430
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,94.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,H,6077140
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,93.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,K,5392980
GSM,Gheshm_Island,Dayrestan,DXB,Dubai,Dubai,175,100.0,1402-06-25,16:30,17:55,Qeshm,QB-2200,Charter,9,L,4813960
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,226.0,1402-06-25,16:45,20:10,Mahan,W5-114,Scheduled,5,C,19084600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,219.0,1402-06-25,16:45,20:10,Mahan,W5-114,Scheduled,5,Y,9936600
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,214.0,1402-06-25,16:45,20:19,Mahan,W5-114,Charter,5,W,9152750
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,162.0,1402-06-25,16:55,18:40,Dubai,FZ-251,Charter,8,Y,9587200
IKA,Tehran,Imam_Khomeini,MCT,Muscat,Muscat,1483,179.0,1402-06-25,16:55,19:54,Salam,OV-546,Charter,5,Y,6500000
DXB,Dubai,Dubai,MHD,Mashhad,Shahid_Hashemi_Nejad,1287,166.0,1402-06-25,16:55,19:41,Dubai,FZ-251,Charter,8,Y,9500000
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,171.0,1402-06-25,17:00,19:30,Mahan,W5-65,Charter,5,Y,4368100
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,132.0,1402-06-25,17:30,19:30,Iraqi,IA-113,Charter,4,XY,4736900
MHD,Mashhad,Shahid_Hashemi_Nejad,BGW,Baghdad,Baghdad,1445,185.0,1402-06-25,17:30,20:35,Taban,TBN-7287,Charter,5,CB,8000000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,135.0,1402-06-25,17:30,19:45,Iraqi,IA-113,Charter,4,XY,4678600
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,132.0,1402-06-25,17:35,19:10,Iranair,IR-5318,Charter,6,Y,6066200
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,140.0,1402-06-25,17:35,19:55,Baghdad,IF-552,Charter,5,Y,8500000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,130.0,1402-06-25,17:35,19:45,Iranair,IR-5318,Charter,9,Y,5757000
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,139.0,1402-06-25,17:35,19:54,Iranair,IR-5318,Charter,9,Y,6000000
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,105.0,1402-06-25,17:55,18:25,Dubai,FZ-243,Charter,8,Y,8078200
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,102.0,1402-06-25,17:55,19:37,Dubai,FZ-243,Charter,9,FS,7701000
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,99.0,1402-06-25,17:55,19:34,Dubai,FZ-243,Charter,8,Y,8000000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,215.0,1402-06-25,18:20,21:55,Iranair,IR-769,Scheduled,5,RV,8757500
ZAH,Zahedan,Zahedan,GBT,Gorgan,Gorgan,1024,149.0,1402-06-25,18:30,20:30,Qeshm,QB-1247,Scheduled,9,A,1663040
BGW,Baghdad,Baghdad,MHD,Mashhad,Shahid_Hashemi_Nejad,1445,191.0,1402-06-25,18:30,21:41,Iraqi,IA-161,Charter,5,XY,7269000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,208.0,1402-06-25,18:45,22:13,Qeshm,QB-2215,Charter,5,Y,9390000
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,207.0,1402-06-25,18:45,22:12,Qeshm,QB-2215,Charter,9,Y,9500000
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,104.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,9,S,10934560
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,100.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,9,Y,10115480
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,97.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,9,B,9424696
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,92.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,9,H,8862290
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,93.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,9,K,8043216
DXB,Dubai,Dubai,GSM,Gheshm_Island,Dayrestan,175,98.0,1402-06-25,18:55,19:20,Qeshm,QB-2201,Charter,3,L,7352520
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,126.0,1402-06-25,19:00,21:06,Varesh,VRH-6818,Charter,8,Y,7500000
THR,Tehran,Mehrabad,ABD,Abadan,Ayatollah_Jami,658,121.0,1402-06-25,19:30,20:50,Qeshm,QB-1216,Scheduled,9,A,1249668
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,221.0,1402-06-25,19:30,22:00,Airtour,B9-9702,Charter,7,Y,8279400
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,223.0,1402-06-25,19:30,22:30,Airtour,B9-9702,Scheduled,7,Y,7600000
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,94.0,1402-06-25,19:30,21:04,Dubai,FZ-244,Charter,9,Y,5418000
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,107.0,1402-06-25,19:30,21:17,Dubai,FZ-244,Charter,8,Y,5500000
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,131.0,1402-06-25,19:30,21:41,Varesh,VRH-6818,Charter,9,Y,7500000
MHD,Mashhad,Shahid_Hashemi_Nejad,DXB,Dubai,Dubai,1287,173.0,1402-06-25,19:40,22:33,Dubai,FZ-252,Charter,8,Y,8000000
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,193.0,1402-06-25,20:10,21:10,ATA,I3-6601,Charter,6,Y,12102200
TBZ,Tabriz,Tabriz,IST,Istanbul,Istanbul,1535,186.0,1402-06-25,20:10,23:16,ATA,I3-6601,Charter,5,Y,10000000
GSM,Gheshm_Island,Dayrestan,THR,Tehran,Mehrabad,1085,162.0,1402-06-25,20:15,22:15,Qeshm,QB-1241,Scheduled,9,A,1639520
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,217.0,1402-06-25,20:20,23:57,Meraj,MRJ-4806,Charter,6,Y,9850000
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,126.0,1402-06-25,20:30,22:30,Iraqi,IA-114,Charter,8,XY,4124600
IKA,Tehran,Imam_Khomeini,BGW,Baghdad,Baghdad,679,129.0,1402-06-25,20:30,22:39,Iraqi,IA-114,Charter,8,XY,4070000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,134.0,1402-06-25,20:30,22:44,Iraqi,IA-114,Charter,4,XY,4302000
IKA,Tehran,Imam_Khomeini,NJF,Al_Najaf,Al_Ashraf,731,137.0,1402-06-25,20:30,22:47,Iraqi,IA-114,Charter,4,XY,4410040
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,158.0,1402-06-25,21:10,23:48,Mahan,W5-64,Charter,6,Y,11000000
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,220.0,1402-06-25,21:10,00:50,Mahan,W5-115,Charter,6,Y,14000000
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,104.0,1402-06-25,21:20,22:20,Qeshm,QB-1295,Scheduled,9,A,1127908
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,130.0,1402-06-25,21:35,23:05,Qeshm,QB-1217,Scheduled,9,A,1278300
ABD,Abadan,Ayatollah_Jami,THR,Tehran,Mehrabad,658,123.0,1402-06-25,21:35,23:05,Qeshm,QB-1217,Scheduled,9,A,1249668
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,191.0,1402-06-25,21:45,00:15,Qeshm,QB-2263,Charter,4,C,9587200
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,194.0,1402-06-25,21:45,00:15,Qeshm,QB-2263,Charter,7,Y,7877000
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,185.0,1402-06-25,21:45,00:15,Qeshm,QB-2263,Charter,7,Y,7484600
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,186.0,1402-06-25,21:45,00:15,Qeshm,QB-2263,Charter,9,Y,7484600
